序号,时间,开盘价,收盘价,当日最高,当日最低,当天成交量,当天成交额,振幅,涨跌幅,涨跌额,换手率
1958,2019-01-18,2567.74,2596.01,2598.88,2565.90,190767237,151270432768.00,1.29,1.42,36.37,0.49
1959,2019-01-21,2599.06,2610.51,2618.98,2599.06,163425116,139915485184.00,0.77,0.56,14.50,0.42
1960,2019-01-22,2609.64,2579.70,2609.64,2573.06,152537774,122995437568.00,1.40,-1.18,-30.81,0.39
1961,2019-01-23,2575.26,2581.00,2589.51,2572.41,131426798,105101324288.00,0.66,0.05,1.30,0.34
1962,2019-01-24,2584.65,2591.69,2597.29,2569.70,154042045,131575042048.00,1.07,0.41,10.69,0.40
1963,2019-01-25,2596.26,2601.72,2617.00,2595.63,159394025,135415169024.00,0.82,0.39,10.03,0.41
1964,2019-01-28,2615.71,2596.98,2630.32,2591.10,146981765,127465635840.00,1.51,-0.18,-4.74,0.38
1965,2019-01-29,2592.35,2594.25,2601.74,2559.98,155581112,126749048832.00,1.61,-0.11,-2.73,0.40
1966,2019-01-30,2584.75,2575.57,2598.81,2575.41,120502572,101103927296.00,0.90,-0.72,-18.68,0.31
1967,2019-01-31,2581.33,2584.57,2606.63,2571.58,154303869,126013247488.00,1.36,0.35,9.00,0.40
1968,2019-02-01,2597.78,2618.23,2618.48,2590.55,131986849,111522627584.00,1.08,1.30,33.66,0.34
1969,2019-02-11,2613.17,2653.90,2654.10,2613.17,154898857,137307189248.00,1.56,1.36,35.67,0.40
1970,2019-02-12,2654.03,2671.89,2674.48,2648.83,184101179,156741541888.00,0.97,0.68,17.99,0.47
1971,2019-02-13,2674.52,2721.07,2727.07,2666.52,243794010,207125315584.00,2.27,1.84,49.18,0.63
1972,2019-02-14,2715.53,2719.70,2729.46,2707.49,197037348,170330836992.00,0.81,-0.05,-1.37,0.51
1973,2019-02-15,2712.79,2682.39,2715.63,2679.78,196004265,169823260672.00,1.32,-1.37,-37.31,0.50
1974,2019-02-18,2699.82,2754.36,2754.36,2699.82,260436006,224184078336.00,2.03,2.68,71.97,0.67
1975,2019-02-19,2759.50,2755.65,2780.78,2737.59,288046272,247121051648.00,1.57,0.05,1.29,0.74
1976,2019-02-20,2761.06,2761.22,2767.41,2739.98,245972526,205446930432.00,1.00,0.20,5.57,0.63
1977,2019-02-21,2759.94,2751.80,2794.01,2744.98,298649969,253033377792.00,1.78,-0.34,-9.42,0.77
1978,2019-02-22,2749.46,2804.23,2804.23,2736.33,301481411,264518881280.00,2.47,1.91,52.43,0.78
1979,2019-02-25,2838.39,2961.28,2961.80,2838.39,528658591,465991434240.00,4.40,5.60,157.05,1.36
1980,2019-02-26,2969.10,2941.52,2995.68,2938.62,565557967,492396544000.00,1.93,-0.67,-19.76,1.45
1981,2019-02-27,2939.93,2953.82,2997.49,2924.64,474976453,411837620224.00,2.48,0.42,12.30,1.22
1982,2019-02-28,2950.05,2940.95,2965.30,2930.20,350206602,298763952128.00,1.19,-0.44,-12.87,0.90
1983,2019-03-01,2954.40,2994.01,2994.01,2930.83,345786199,307337666560.00,2.15,1.80,53.06,0.89
1984,2019-03-04,3015.94,3027.58,3090.80,3006.94,525649436,480603656192.00,2.80,1.12,33.57,1.35
1985,2019-03-05,3019.88,3054.25,3054.96,3009.45,424142528,382768537600.00,1.50,0.88,26.67,1.09
1986,2019-03-06,3060.43,3102.10,3103.83,3050.11,555006364,485478322176.00,1.76,1.57,47.85,1.43
1987,2019-03-07,3103.67,3106.42,3129.94,3074.98,583817065,525725224960.00,1.77,0.14,4.32,1.50
1988,2019-03-08,3038.34,2969.86,3075.05,2969.58,577855473,525598244864.00,3.40,-4.40,-136.56,1.49
1989,2019-03-11,2969.08,3026.99,3028.25,2963.58,426213028,404368420864.00,2.18,1.92,57.13,1.10
1990,2019-03-12,3049.08,3060.31,3093.39,3029.90,511173158,487066632192.00,2.10,1.10,33.32,1.31
1991,2019-03-13,3062.33,3026.95,3065.29,3013.93,453214625,451247304704.00,1.68,-1.09,-33.36,1.17
1992,2019-03-14,3013.60,2990.69,3041.16,2968.82,373141798,356240351232.00,2.39,-1.20,-36.26,0.96
1993,2019-03-15,3000.88,3021.75,3048.12,2999.43,341206139,344721502208.00,1.63,1.04,31.06,0.88
1994,2019-03-18,3027.80,3096.42,3096.42,3009.51,397797179,398469603328.00,2.88,2.47,74.67,1.02
1995,2019-03-19,3099.90,3090.98,3113.43,3076.36,350908859,353216790528.00,1.20,-0.18,-5.44,0.90
1996,2019-03-20,3084.17,3090.64,3102.52,3053.45,358557504,349295407104.00,1.59,-0.01,-0.34,0.92
1997,2019-03-21,3094.12,3101.46,3125.02,3086.85,414251182,403939835904.00,1.24,0.35,10.82,1.07
1998,2019-03-22,3100.73,3104.15,3107.28,3064.88,364848346,356678336512.00,1.37,0.09,2.69,0.94
1999,2019-03-25,3058.80,3043.03,3087.00,3041.95,380278761,375375663104.00,1.45,-1.97,-61.12,0.98
2000,2019-03-26,3057.56,2997.10,3062.69,2988.49,353498020,341444825088.00,2.44,-1.51,-45.93,0.91
2001,2019-03-27,3012.26,3022.72,3022.76,2987.77,291390356,295075954688.00,1.17,0.85,25.62,0.75
2002,2019-03-28,3009.80,2994.94,3025.78,2991.78,288106424,289554567168.00,1.12,-0.92,-27.78,0.74
2003,2019-03-29,3000.68,3090.76,3093.03,2999.99,375082990,386699608064.00,3.11,3.20,95.82,0.96
2004,2019-04-01,3111.66,3170.36,3176.62,3111.66,466124692,480085938176.00,2.10,2.58,79.60,1.20
2005,2019-04-02,3183.27,3176.82,3193.27,3164.91,447068982,462662082560.00,0.89,0.20,6.46,1.15
2006,2019-04-03,3159.15,3216.30,3219.26,3152.33,430548636,442622042112.00,2.11,1.24,39.48,1.11
2007,2019-04-04,3233.69,3246.57,3254.14,3216.85,469117668,475156381696.00,1.16,0.94,30.27,1.21
2008,2019-04-08,3271.27,3244.81,3288.45,3210.52,504518403,506431238144.00,2.40,-0.05,-1.76,1.30
2009,2019-04-09,3240.39,3239.66,3251.65,3215.70,364169997,380272975872.00,1.11,-0.16,-5.15,0.94
2010,2019-04-10,3224.65,3241.93,3264.78,3204.88,380134408,395669975040.00,1.85,0.07,2.27,0.98
2011,2019-04-11,3241.55,3189.96,3254.13,3185.55,353031880,360684556288.00,2.12,-1.60,-51.97,0.91
2012,2019-04-12,3184.86,3188.63,3199.28,3168.04,289788997,288908972032.00,0.98,-0.04,-1.33,0.75
2013,2019-04-15,3233.46,3177.79,3253.98,3177.27,348809784,355666128896.00,2.41,-0.34,-10.84,0.90
2014,2019-04-16,3164.40,3253.60,3253.60,3153.21,357918753,360166633472.00,3.16,2.39,75.81,0.92
2015,2019-04-17,3250.15,3263.12,3275.33,3239.80,357541796,354509889536.00,1.09,0.29,9.52,0.92
2016,2019-04-18,3261.07,3250.20,3271.39,3241.83,325539942,323508178944.00,0.91,-0.40,-12.92,0.84
2017,2019-04-19,3250.15,3270.80,3274.33,3226.81,315198003,315131920384.00,1.46,0.63,20.60,0.81
2018,2019-04-22,3278.49,3215.04,3279.49,3206.88,353217388,359154298880.00,2.22,-1.70,-55.76,0.91
2019,2019-04-23,3211.87,3198.59,3231.58,3186.76,328361208,324870184960.00,1.39,-0.51,-16.45,0.84
2020,2019-04-24,3203.56,3201.61,3210.65,3156.61,274872164,278410854400.00,1.69,0.09,3.02,0.71
2021,2019-04-25,3190.59,3123.83,3193.75,3123.03,325879130,309076082688.00,2.21,-2.43,-77.78,0.84
2022,2019-04-26,3108.16,3086.40,3129.21,3085.80,280873853,274776403968.00,1.39,-1.20,-37.43,0.72
2023,2019-04-29,3090.63,3062.50,3107.76,3050.03,292114885,289063280640.00,1.87,-0.77,-23.90,0.75
2024,2019-04-30,3052.62,3078.34,3088.41,3052.62,222302518,225498128384.00,1.17,0.52,15.84,0.57
2025,2019-05-06,2984.73,2906.46,2986.54,2876.47,326972270,314336518144.00,3.58,-5.58,-171.88,0.84
2026,2019-05-07,2914.29,2926.39,2937.28,2889.07,253281769,245444214784.00,1.66,0.69,19.93,0.65
2027,2019-05-08,2873.14,2893.76,2929.43,2866.70,231530519,218892619776.00,2.14,-1.12,-32.63,0.60
2028,2019-05-09,2871.20,2850.95,2888.86,2845.04,200041134,197446881280.00,1.51,-1.48,-42.81,0.51
2029,2019-05-10,2878.23,2939.21,2941.45,2838.38,282306808,274176262144.00,3.62,3.10,88.26,0.73
2030,2019-05-13,2905.07,2903.71,2921.41,2892.17,212029883,202624126976.00,0.99,-1.21,-35.50,0.55
2031,2019-05-14,2872.83,2883.61,2909.20,2872.83,208345354,201223315456.00,1.25,-0.69,-20.10,0.54
2032,2019-05-15,2902.64,2938.68,2945.39,2902.64,230519700,226262786048.00,1.48,1.91,55.07,0.59
2033,2019-05-16,2933.50,2955.71,2956.17,2929.06,248385700,226203070464.00,0.92,0.58,17.03,0.64
2034,2019-05-17,2955.77,2882.30,2956.78,2873.80,266301642,247875178496.00,2.81,-2.48,-73.41,0.68
2035,2019-05-20,2874.80,2870.60,2882.63,2838.45,209472443,199210774528.00,1.53,-0.41,-11.70,0.54
2036,2019-05-21,2867.71,2905.97,2919.24,2862.50,211387023,202777776128.00,1.98,1.23,35.37,0.54
2037,2019-05-22,2905.52,2891.70,2912.40,2879.64,200026906,193629368320.00,1.13,-0.49,-14.27,0.51
2038,2019-05-23,2880.84,2852.52,2885.14,2846.96,197340308,192869486592.00,1.32,-1.35,-39.18,0.51
2039,2019-05-24,2847.84,2852.99,2871.86,2846.02,167205491,162689314816.00,0.91,0.02,0.47,0.43
2040,2019-05-27,2851.28,2892.38,2898.13,2833.04,196720901,193768714240.00,2.28,1.38,39.39,0.51
2041,2019-05-28,2890.27,2909.91,2924.04,2887.08,223310556,227253813248.00,1.28,0.61,17.53,0.57
2042,2019-05-29,2894.83,2914.70,2934.98,2890.66,198958820,202855038976.00,1.52,0.16,4.79,0.51
2043,2019-05-30,2903.42,2905.81,2907.85,2881.38,205758789,197105557504.00,0.91,-0.31,-8.89,0.53
2044,2019-05-31,2904.50,2898.70,2922.91,2895.58,195230579,191280402432.00,0.94,-0.24,-7.11,0.50
2045,2019-06-03,2901.74,2890.08,2920.83,2875.90,215943555,208073322496.00,1.55,-0.30,-8.62,0.56
2046,2019-06-04,2887.64,2862.28,2888.39,2851.97,188463542,181118914560.00,1.26,-0.96,-27.80,0.48
2047,2019-06-05,2882.94,2861.42,2888.77,2858.57,181561047,175200845824.00,1.06,-0.03,-0.86,0.47
2048,2019-06-06,2862.33,2827.80,2862.33,2822.19,177064412,164850548736.00,1.40,-1.17,-33.62,0.46
2049,2019-06-10,2833.01,2852.13,2861.13,2824.36,166585917,162489831424.00,1.30,0.86,24.33,0.43
2050,2019-06-11,2854.07,2925.72,2927.43,2854.07,260525796,254479986688.00,2.57,2.58,73.59,0.67
2051,2019-06-12,2917.22,2909.38,2924.70,2903.88,240255775,223063953408.00,0.71,-0.56,-16.34,0.62
2052,2019-06-13,2905.29,2910.74,2918.42,2885.92,212957791,191748206592.00,1.12,0.05,1.36,0.55
2053,2019-06-14,2913.00,2881.97,2924.32,2879.66,215435796,194303111168.00,1.53,-0.99,-28.77,0.55
2054,2019-06-17,2880.42,2887.62,2902.48,2877.39,153964961,143141638144.00,0.87,0.20,5.65,0.40
2055,2019-06-18,2891.09,2890.16,2898.33,2874.31,147705321,136935231488.00,0.83,0.09,2.54,0.38
2056,2019-06-19,2944.12,2917.80,2953.34,2916.21,230756974,225567256576.00,1.28,0.96,27.64,0.59
2057,2019-06-20,2917.33,2987.12,2997.39,2915.09,291011538,288296546304.00,2.82,2.38,69.32,0.75
2058,2019-06-21,2990.37,3001.98,3010.35,2989.25,286973834,276662460416.00,0.71,0.50,14.86,0.74
2059,2019-06-24,3004.29,3008.15,3012.83,2994.42,210493893,211237183488.00,0.61,0.21,6.17,0.54
2060,2019-06-25,3004.91,2982.07,3004.91,2948.99,243699244,244315078656.00,1.86,-0.87,-26.08,0.63
2061,2019-06-26,2964.62,2976.28,2986.91,2958.46,174449533,172516057088.00,0.95,-0.19,-5.79,0.45
2062,2019-06-27,2982.61,2996.79,3011.54,2981.05,195397048,208618647552.00,1.02,0.69,20.51,0.50
2063,2019-06-28,2992.24,2978.88,2992.24,2961.22,181431524,183641767936.00,1.04,-0.60,-17.91,0.47
2064,2019-07-01,3024.62,3044.90,3045.37,3014.69,250840433,266541056000.00,1.03,2.22,66.02,0.65
2065,2019-07-02,3042.58,3043.94,3048.48,3033.78,214520625,229566615552.00,0.48,-0.03,-0.96,0.55
2066,2019-07-03,3031.83,3015.26,3031.83,3006.32,212296174,218657992704.00,0.84,-0.94,-28.68,0.55
2067,2019-07-04,3015.68,3005.25,3024.50,2991.91,194415132,202266390528.00,1.08,-0.33,-10.01,0.50
2068,2019-07-05,3004.74,3011.06,3014.85,2990.92,156755428,163180843008.00,0.80,0.19,5.81,0.40
2069,2019-07-08,2997.81,2933.36,2997.81,2918.72,211541268,205568815104.00,2.63,-2.58,-77.70,0.54
2070,2019-07-09,2928.82,2928.23,2937.76,2912.81,145110605,154251423744.00,0.85,-0.17,-5.13,0.37
2071,2019-07-10,2935.19,2915.30,2936.75,2908.16,135483538,141236256768.00,0.98,-0.44,-12.93,0.35
2072,2019-07-11,2928.06,2917.76,2945.80,2907.89,143692521,152181407744.00,1.30,0.08,2.46,0.37
2073,2019-07-12,2915.34,2930.55,2938.53,2905.81,137794760,142918868992.00,1.12,0.44,12.79,0.35
2074,2019-07-15,2921.55,2942.19,2955.00,2886.70,167643397,176533200896.00,2.33,0.40,11.64,0.43
2075,2019-07-16,2938.64,2937.62,2944.82,2931.29,131811750,140766388224.00,0.46,-0.16,-4.57,0.34
2076,2019-07-17,2933.02,2931.69,2942.07,2924.46,149631616,152162963456.00,0.60,-0.20,-5.93,0.38
2077,2019-07-18,2921.74,2901.18,2921.74,2901.18,149888827,149088841728.00,0.70,-1.04,-30.51,0.39
2078,2019-07-19,2909.68,2924.20,2939.60,2909.68,149469553,149071212544.00,1.03,0.79,23.02,0.38
2079,2019-07-22,2925.79,2886.97,2927.16,2879.69,180674959,204289433600.00,1.62,-1.27,-37.23,0.46
2080,2019-07-23,2886.90,2899.94,2901.36,2883.05,129310508,148077350912.00,0.63,0.45,12.97,0.33
2081,2019-07-24,2907.93,2923.28,2936.45,2907.79,155245763,178858102784.00,0.99,0.80,23.34,0.40
2082,2019-07-25,2923.19,2937.36,2937.36,2916.15,145684385,175356383232.00,0.73,0.48,14.08,0.37
2083,2019-07-26,2928.06,2944.54,2948.33,2924.45,139343388,158774665216.00,0.81,0.24,7.18,0.36
2084,2019-07-29,2943.92,2941.01,2948.47,2932.98,127991846,147439132672.00,0.53,-0.12,-3.53,0.33
2085,2019-07-30,2946.26,2952.34,2965.63,2946.26,148316462,170866348032.00,0.66,0.39,11.33,0.38
2086,2019-07-31,2944.40,2932.51,2944.40,2926.49,141052347,164607873024.00,0.61,-0.67,-19.83,0.36
2087,2019-08-01,2920.85,2908.77,2927.34,2901.75,142389814,171115634688.00,0.87,-0.81,-23.74,0.37
2088,2019-08-02,2861.33,2867.84,2872.47,2851.44,184888443,216327401472.00,0.72,-1.41,-40.93,0.48
2089,2019-08-05,2854.58,2821.50,2863.69,2821.50,167419423,196891484160.00,1.47,-1.62,-46.34,0.43
2090,2019-08-06,2776.99,2777.56,2787.42,2733.92,231123727,255209230336.00,1.90,-1.56,-43.94,0.59
2091,2019-08-07,2789.02,2768.68,2792.69,2768.68,157716751,176475729920.00,0.86,-0.32,-8.88,0.41
2092,2019-08-08,2784.18,2794.55,2799.69,2782.24,149539564,178156146688.00,0.63,0.93,25.87,0.38
2093,2019-08-09,2805.59,2774.75,2808.33,2770.48,148240292,171140337664.00,1.35,-0.71,-19.80,0.38
2094,2019-08-12,2781.98,2814.99,2814.99,2776.62,131563433,162523258880.00,1.38,1.45,40.24,0.34
2095,2019-08-13,2798.05,2797.26,2802.04,2790.61,130916506,153957511168.00,0.41,-0.63,-17.73,0.34
2096,2019-08-14,2824.49,2808.91,2829.89,2807.72,144014641,173944885248.00,0.79,0.42,11.65,0.37
2097,2019-08-15,2762.34,2815.80,2815.90,2756.83,152772152,173670539264.00,2.10,0.25,6.89,0.39
2098,2019-08-16,2817.57,2823.82,2840.32,2811.80,148582344,186139369472.00,1.01,0.28,8.02,0.38
2099,2019-08-19,2835.52,2883.10,2883.10,2829.85,214546668,247092215808.00,1.89,2.10,59.28,0.55
2100,2019-08-20,2879.08,2880.00,2892.08,2875.00,189677207,209774346240.00,0.59,-0.11,-3.10,0.49
2101,2019-08-21,2875.47,2880.33,2885.59,2872.56,159019666,183187275776.00,0.45,0.01,0.33,0.41
2102,2019-08-22,2887.66,2883.44,2888.50,2867.55,149206216,169662169088.00,0.73,0.11,3.11,0.38
2103,2019-08-23,2885.15,2897.43,2902.46,2878.74,159156826,192567132160.00,0.82,0.49,13.99,0.41
2104,2019-08-26,2851.02,2863.57,2870.49,2849.24,169895363,191036669952.00,0.73,-1.17,-33.86,0.44
2105,2019-08-27,2879.52,2902.19,2919.64,2879.41,208141793,230999691264.00,1.40,1.35,38.62,0.54
2106,2019-08-28,2901.63,2893.76,2905.44,2887.01,183097902,201805049856.00,0.64,-0.29,-8.43,0.47
2107,2019-08-29,2896.00,2890.92,2898.60,2878.59,178613082,196332769280.00,0.69,-0.10,-2.84,0.46
2108,2019-08-30,2907.38,2886.24,2914.58,2874.10,193959951,224751169536.00,1.40,-0.16,-4.68,0.50
2109,2019-09-02,2886.94,2924.11,2928.48,2883.68,202786808,226043695104.00,1.55,1.31,37.87,0.52
2110,2019-09-03,2925.94,2930.15,2930.15,2915.20,189001216,225070157824.00,0.51,0.21,6.04,0.49
2111,2019-09-04,2927.75,2957.41,2957.41,2925.88,225495908,251212693504.00,1.08,0.93,27.26,0.58
2112,2019-09-05,2972.66,2985.86,3015.84,2972.66,305438707,340200665088.00,1.46,0.96,28.45,0.79
2113,2019-09-06,2996.62,2999.60,2999.94,2981.60,216826035,258318745600.00,0.61,0.46,13.74,0.56
2114,2019-09-09,3023.78,3024.74,3026.24,3005.69,243377751,286236532736.00,0.69,0.84,25.14,0.63
2115,2019-09-10,3027.41,3021.20,3027.41,3005.38,240012946,275321753600.00,0.73,-0.12,-3.54,0.62
2116,2019-09-11,3029.93,3008.81,3030.56,3004.22,229837363,263389556736.00,0.87,-0.41,-12.39,0.59
2117,2019-09-12,3016.63,3031.24,3033.47,3005.19,196968701,224576024576.00,0.94,0.75,22.43,0.51
2118,2019-09-16,3041.92,3030.75,3042.93,3020.05,221878958,237442265088.00,0.75,-0.02,-0.49,0.57
2119,2019-09-17,3023.71,2978.12,3023.71,2970.57,223338061,237738934272.00,1.75,-1.74,-52.63,0.57
2120,2019-09-18,2984.08,2985.66,2996.40,2982.40,168046700,199953633280.00,0.47,0.25,7.54,0.43
2121,2019-09-19,2992.92,2999.28,2999.28,2975.40,162690616,193206550528.00,0.80,0.46,13.62,0.42
2122,2019-09-20,3004.81,3006.45,3011.34,2996.19,182145303,218390585344.00,0.51,0.24,7.17,0.47
2123,2019-09-23,2998.40,2977.08,2998.40,2960.83,168139451,199130550272.00,1.25,-0.98,-29.37,0.43
2124,2019-09-24,2979.48,2985.34,3002.90,2973.76,163902761,206245806080.00,0.98,0.28,8.26,0.42
2125,2019-09-25,2977.67,2955.43,2977.67,2955.43,168543135,203782754304.00,0.74,-1.00,-29.91,0.43
2126,2019-09-26,2964.48,2929.09,2970.04,2928.26,188932541,216277561344.00,1.41,-0.89,-26.34,0.49
2127,2019-09-27,2929.49,2932.17,2939.08,2920.93,132905777,153311002624.00,0.62,0.11,3.08,0.34
2128,2019-09-30,2927.92,2905.19,2936.48,2905.19,116646812,142591700992.00,1.07,-0.92,-26.98,0.30
2129,2019-10-08,2905.76,2913.57,2933.02,2905.76,125535813,151980793856.00,0.94,0.29,8.38,0.32
2130,2019-10-09,2902.08,2924.86,2924.86,2891.54,130424143,150940229632.00,1.14,0.39,11.29,0.34
2131,2019-10-10,2923.71,2947.71,2949.24,2918.23,134239752,157159976960.00,1.06,0.78,22.85,0.35
2132,2019-10-11,2954.82,2973.66,2980.79,2943.01,161203745,182747394048.00,1.28,0.88,25.95,0.41
2133,2019-10-14,2993.96,3007.88,3026.38,2989.81,208614802,221201756160.00,1.23,1.15,34.22,0.54
2134,2019-10-15,3005.66,2991.05,3005.66,2986.30,155376904,169531932672.00,0.64,-0.56,-16.83,0.40
2135,2019-10-16,2992.61,2978.71,3010.42,2975.92,149885496,166791548928.00,1.15,-0.41,-12.34,0.39
2136,2019-10-17,2979.99,2977.33,2986.72,2969.57,122527613,136051253248.00,0.58,-0.05,-1.38,0.32
2137,2019-10-18,2982.34,2938.14,2987.20,2933.24,149990679,162018271232.00,1.81,-1.32,-39.19,0.39
2138,2019-10-21,2933.90,2939.62,2940.32,2917.69,132475108,145685880832.00,0.77,0.05,1.48,0.34
2139,2019-10-22,2945.60,2954.38,2954.64,2934.39,117482048,130381742080.00,0.69,0.50,14.76,0.30
2140,2019-10-23,2952.97,2941.62,2957.30,2934.63,123812882,139653652480.00,0.77,-0.43,-12.76,0.32
2141,2019-10-24,2944.01,2940.92,2953.04,2927.06,126540291,141667233792.00,0.88,-0.02,-0.70,0.33
2142,2019-10-25,2940.47,2954.93,2958.24,2920.52,136860705,160224092160.00,1.28,0.48,14.01,0.35
2143,2019-10-28,2958.69,2980.05,2980.13,2956.96,173731482,198817013760.00,0.78,0.85,25.12,0.45
2144,2019-10-29,2979.04,2954.18,2979.04,2954.18,166110057,195288080384.00,0.83,-0.87,-25.87,0.43
2145,2019-10-30,2949.46,2939.32,2953.30,2934.83,158798111,181529501696.00,0.63,-0.50,-14.86,0.41
2146,2019-10-31,2944.84,2929.06,2946.75,2923.52,161571484,181801938944.00,0.79,-0.35,-10.26,0.42
2147,2019-11-01,2924.34,2958.20,2959.83,2917.15,159907374,175630839808.00,1.46,0.99,29.14,0.41
2148,2019-11-04,2964.58,2975.49,2983.06,2964.58,167248364,188710096896.00,0.62,0.58,17.29,0.43
2149,2019-11-05,2977.70,2991.56,3008.31,2968.03,179891594,203691630592.00,1.35,0.54,16.07,0.46
2150,2019-11-06,2992.04,2978.60,2995.56,2969.72,165263547,183985238016.00,0.86,-0.43,-12.96,0.42
2151,2019-11-07,2978.15,2978.71,2988.96,2969.12,136952678,155834875904.00,0.67,0.00,0.11,0.35
2152,2019-11-08,2993.98,2964.18,2998.76,2962.84,149742108,173867229184.00,1.21,-0.49,-14.53,0.39
2153,2019-11-11,2949.96,2909.97,2949.96,2906.77,157916106,166285139968.00,1.46,-1.83,-54.21,0.41
2154,2019-11-12,2913.00,2914.82,2918.30,2891.51,129729155,139060727808.00,0.92,0.17,4.85,0.33
2155,2019-11-13,2913.02,2905.24,2913.86,2893.97,129765842,146943635456.00,0.68,-0.33,-9.58,0.33
2156,2019-11-14,2907.74,2909.87,2917.37,2899.62,129145449,151576182784.00,0.61,0.16,4.63,0.33
2157,2019-11-15,2911.35,2891.34,2917.83,2891.20,135519462,152576393216.00,0.92,-0.64,-18.53,0.35
2158,2019-11-18,2889.55,2909.20,2911.38,2884.09,124433178,144677412864.00,0.94,0.62,17.86,0.32
2159,2019-11-19,2904.28,2933.99,2933.99,2902.86,135417605,155770740736.00,1.07,0.85,24.79,0.35
2160,2019-11-20,2928.11,2911.05,2930.49,2907.42,137357530,158543196160.00,0.79,-0.78,-22.94,0.35
2161,2019-11-21,2902.55,2903.64,2910.36,2891.53,123458606,139851206656.00,0.65,-0.25,-7.41,0.32
2162,2019-11-22,2906.24,2885.29,2925.02,2873.99,158623365,180593827840.00,1.76,-0.63,-18.35,0.41
2163,2019-11-25,2885.61,2906.17,2906.61,2880.65,178587428,174234583040.00,0.90,0.72,20.88,0.46
2164,2019-11-26,2912.52,2907.06,2915.04,2897.93,170004664,165496766464.00,0.59,0.03,0.89,0.44
2165,2019-11-27,2905.40,2903.19,2914.49,2893.42,133862205,137449697280.00,0.72,-0.13,-3.87,0.34
2166,2019-11-28,2902.36,2889.69,2909.84,2883.43,119522468,122616545280.00,0.91,-0.47,-13.50,0.31
2167,2019-11-29,2885.97,2871.98,2892.39,2858.58,122612969,140371316736.00,1.17,-0.61,-17.71,0.32
2168,2019-12-02,2874.45,2875.81,2888.89,2870.24,128755807,139351760896.00,0.65,0.13,3.83,0.33
2169,2019-12-03,2869.88,2884.70,2884.86,2857.32,123778742,135278612480.00,0.96,0.31,8.89,0.32
2170,2019-12-04,2876.91,2878.12,2882.50,2869.42,125543652,135879221248.00,0.45,-0.23,-6.58,0.32
2171,2019-12-05,2886.52,2899.47,2902.00,2885.08,143163095,159736594432.00,0.59,0.74,21.35,0.37
2172,2019-12-06,2902.28,2912.01,2912.01,2894.75,134128878,149507334144.00,0.60,0.43,12.54,0.34
2173,2019-12-09,2914.46,2914.48,2919.59,2905.25,160796526,174546477056.00,0.49,0.08,2.47,0.41
2174,2019-12-10,2908.94,2917.32,2919.20,2902.79,170123999,180617289728.00,0.56,0.10,2.84,0.44
2175,2019-12-11,2922.60,2924.42,2928.26,2915.00,165541087,175716089856.00,0.45,0.24,7.10,0.43
2176,2019-12-12,2926.34,2915.70,2926.34,2913.48,151760804,166044164096.00,0.44,-0.30,-8.72,0.39
2177,2019-12-13,2937.78,2967.68,2969.98,2935.85,211978586,234036543488.00,1.17,1.78,51.98,0.55
2178,2019-12-16,2970.97,2984.39,2984.64,2958.71,211862118,237666762752.00,0.87,0.56,16.71,0.54
2179,2019-12-17,2985.26,3022.42,3039.38,2982.50,293032253,302090899456.00,1.91,1.27,38.03,0.75
2180,2019-12-18,3021.47,3017.04,3033.23,3011.72,244089692,259173629952.00,0.71,-0.18,-5.38,0.63
2181,2019-12-19,3017.15,3017.07,3021.42,3007.99,208624264,220688293888.00,0.45,0.00,0.03,0.54
2182,2019-12-20,3019.64,3004.94,3027.48,3002.26,215075756,223305035776.00,0.84,-0.40,-12.13,0.55
2183,2019-12-23,2999.04,2962.75,3009.34,2960.44,205716618,218484273152.00,1.63,-1.40,-42.19,0.53
2184,2019-12-24,2965.83,2982.68,2983.82,2960.68,163030249,167366668288.00,0.78,0.67,19.93,0.42
2185,2019-12-25,2980.43,2981.88,2988.29,2970.66,175654029,189608562688.00,0.59,-0.03,-0.80,0.45
2186,2019-12-26,2981.25,3007.35,3007.35,2980.40,182440425,195586080768.00,0.90,0.85,25.47,0.47
2187,2019-12-27,3006.85,3005.04,3036.11,3003.63,247102779,258118737920.00,1.08,-0.08,-2.31,0.64
2188,2019-12-30,2998.17,3040.02,3041.40,2983.34,248066529,267382992896.00,1.93,1.16,34.98,0.64
2189,2019-12-31,3036.39,3050.12,3051.68,3030.51,217429023,226763993088.00,0.70,0.33,10.10,0.56
2190,2020-01-02,3066.34,3085.20,3098.10,3066.34,292470208,327197122560.00,1.04,1.15,35.08,0.75
2191,2020-01-03,3089.02,3083.79,3093.82,3074.52,261496668,289991708672.00,0.63,-0.05,-1.41,0.67
2192,2020-01-06,3070.91,3083.41,3107.20,3065.31,312575841,331182551040.00,1.36,-0.01,-0.38,0.80
2193,2020-01-07,3085.49,3104.80,3105.45,3084.33,276583112,288159227904.00,0.68,0.69,21.39,0.71
2194,2020-01-08,3094.24,3066.89,3094.24,3059.13,297872553,306517393408.00,1.13,-1.22,-37.91,0.77
2195,2020-01-09,3082.64,3094.88,3097.33,3080.13,243435648,271716020224.00,0.56,0.91,27.99,0.63
2196,2020-01-10,3102.29,3092.29,3105.22,3081.40,210442463,241555668992.00,0.77,-0.08,-2.59,0.54
2197,2020-01-13,3091.49,3115.57,3115.57,3075.38,210621005,258524057600.00,1.30,0.75,23.28,0.54
